profile_ID,DOB,Contact_type,Gender,Pack_ID,Start_Date,Status,Upgradable,Validity_End,Country,State,avg_dur,num_devs,freq_used_dev,Subscription Type,Billing Type,Customer Longevity
kcisneros,9/11/1992,Phone,Male,432354,5/4/2021,ACTIVE,NO,12/14/2022,India,Manipur,1567.5,26,FireTV,1,Paytm,1
gardnerbrooke,10/15/1994,Phone,Male,432424,9/20/2021,INACTIVE,NO,12/28/2022,India,Manipur,1893.8695652173913,23,Android Phone,3,NetBanking,2
smithmichael,6/14/1992,Phone,Female,432436,8/5/2022,INACTIVE,NO,12/30/2022,India,Manipur,1148.7916666666667,24,PC/Laptop,12,Paytm,4
julia32,1/27/2015,Phone,Male,432465,7/12/2021,ACTIVE,NO,12/20/2022,India,Manipur,1146.1818181818182,11,PC/Laptop,12,Paytm,4
juliedouglas,2/15/2015,Phone,Bigender,432483,8/24/2022,ACTIVE,NO,12/5/2022,India,Manipur,908.2,15,PC/Laptop,3,NetBanking,2
john40,6/9/2010,Phone,Male,432537,1/23/2021,INACTIVE,YES,12/27/2022,India,Manipur,1083.4285714285713,14,PC/Laptop,6,NetBanking,3
jeffreypowell,4/4/1992,Phone,Female,432616,5/5/2021,ACTIVE,YES,12/10/2022,India,Manipur,1182.4761904761904,21,iPad,12,Paytm,4
nancy46,2/13/1992,Phone,Female,432705,3/27/2021,ACTIVE,NO,11/25/2022,India,Manipur,1686.095238095238,21,FireTV,3,NetBanking,2
richarddennis,2/19/2002,Phone,Male,432720,1/19/2021,INACTIVE,YES,12/24/2022,India,Manipur,1520.9285714285713,13,PC/Laptop,12,Paytm,4
daviddavis,9/27/1992,Phone,Female,432874,5/25/2021,INACTIVE,YES,12/2/2022,India,Manipur,1577.88,25,PC/Laptop,3,NetBanking,2
johnwilliams,4/24/2006,Phone,Male,432976,4/23/2022,INACTIVE,NO,11/25/2022,India,Manipur,1393.3809523809523,21,FireTV,12,Paytm,4
tammywood,10/25/1989,Phone,Female,433057,11/26/2022,ACTIVE,YES,12/13/2022,India,Manipur,1029.7894736842106,19,PC/Laptop,3,NetBanking,2
dawnlittle,6/30/2005,Phone,Male,432291,9/5/2021,ACTIVE,YES,11/29/2022,India,Mizoram,1698.4285714285713,21,PC/Laptop,12,Paytm,4
yangruth,9/5/1999,Phone,Male,432376,8/7/2021,ACTIVE,YES,12/9/2022,India,Mizoram,1058.4615384615386,13,FireTV,3,NetBanking,2
james70,12/7/2021,Phone,Female,432440,10/5/2022,INACTIVE,YES,12/15/2022,India,Mizoram,1847.9473684210527,19,Android TV,3,NetBanking,2
ugarcia,8/25/1992,Phone,Female,432620,2/11/2021,INACTIVE,YES,11/30/2022,India,Mizoram,1745.6818181818182,22,FireTV,12,Paytm,4
uhill,6/18/1991,Phone,Male,432641,1/20/2021,ACTIVE,NO,11/9/2022,India,Mizoram,1058.0,17,PC/Laptop,12,Paytm,4
rhondawalker,4/13/2002,Phone,Non-binary,432733,11/25/2021,ACTIVE,NO,12/26/2022,India,Mizoram,1551.7916666666667,24,FireTV,6,NetBanking,3
zkeith,9/22/2002,Phone,Female,432737,7/3/2022,INACTIVE,YES,12/3/2022,India,Mizoram,1640.4285714285713,7,iPhone,3,NetBanking,2
rayjill,11/5/2002,Phone,Male,432764,10/22/2021,ACTIVE,NO,11/14/2022,India,Mizoram,1792.6,15,PC/Laptop,3,NetBanking,2
anthony91,3/9/1992,Phone,Female,432812,7/14/2022,ACTIVE,YES,11/23/2022,India,Mizoram,1082.909090909091,22,PC/Laptop,1,Paytm,1
stanleydan,7/6/2000,Phone,Male,432193,8/21/2021,ACTIVE,NO,12/29/2022,India,Tripura,1060.875,24,iPad,12,Paytm,4
danahopkins,9/3/2005,Phone,Male,432270,8/14/2021,INACTIVE,YES,12/30/2022,India,Tripura,1600.142857142857,14,FireTV,1,Paytm,1
shawnmccullough,10/10/2005,Phone,Male,432284,11/17/2022,ACTIVE,NO,11/18/2022,India,Tripura,1010.5333333333333,15,PC/Laptop,12,Paytm,4
xgreen,12/13/2021,Phone,Male,432419,9/9/2022,ACTIVE,NO,12/3/2022,India,Tripura,1275.5294117647059,17,PC/Laptop,3,NetBanking,2
franklee,4/30/2010,Phone,Male,432536,8/17/2021,INACTIVE,YES,11/14/2022,India,Tripura,1911.0,19,FireTV,12,Paytm,4
jeffreyabbott,8/17/1993,Phone,Male,432690,3/20/2021,ACTIVE,YES,11/10/2022,India,Tripura,695.2666666666667,15,PC/Laptop,12,Paytm,4
lisabowman,11/25/2021,Phone,Bigender,432832,2/10/2021,ACTIVE,NO,12/5/2022,India,Tripura,1027.1764705882354,17,FireTV,12,Paytm,4
amber64,10/28/2006,Phone,Female,432933,3/9/2022,INACTIVE,YES,12/14/2022,India,Tripura,1272.4,15,Android Phone,6,NetBanking,3
alexiscameron,3/17/1989,Phone,Female,432995,5/28/2022,ACTIVE,YES,11/15/2022,India,Tripura,1309.2,20,FireTV,12,Paytm,4
campbellrobin,5/21/1993,Phone,Female,433122,10/12/2021,INACTIVE,YES,12/17/2022,India,Tripura,1950.65,20,PC/Laptop,12,Paytm,4
cfaulkner,7/8/1992,Phone,Female,432314,10/14/2021,INACTIVE,YES,12/30/2022,India,Nagaland,678.8,10,FireTV,12,Paytm,4
vasquezamy,3/10/1992,Phone,Male,432370,9/4/2022,ACTIVE,NO,12/27/2022,India,Nagaland,1479.8333333333333,12,Android TV,6,NetBanking,3
cynthia24,4/17/1999,Phone,Female,432380,6/24/2022,ACTIVE,YES,12/31/2022,India,Nagaland,880.8333333333334,18,PC/Laptop,12,Paytm,4
klyons,8/22/1992,Phone,Female,432439,5/23/2021,INACTIVE,YES,11/15/2022,India,Nagaland,1160.7619047619048,21,FireTV,3,NetBanking,2
jeffreyschroeder,3/26/2015,Phone,Female,432505,3/12/2022,ACTIVE,YES,12/30/2022,India,Nagaland,1266.2916666666667,24,FireTV,12,Paytm,4
davidlopez,6/5/2010,Phone,Male,432542,2/28/2021,ACTIVE,YES,11/8/2022,India,Nagaland,1880.2,10,PC/Laptop,12,Paytm,4
spencercharles,6/28/1992,Phone,Female,432655,10/7/2022,ACTIVE,NO,11/8/2022,India,Nagaland,1160.2857142857142,21,PC/Laptop,12,Paytm,4
wilsonjoseph,12/10/2021,Phone,Female,432722,11/17/2022,ACTIVE,YES,11/22/2022,India,Nagaland,1309.695652173913,23,FireTV,12,Paytm,4
fhenry,8/19/2006,Phone,Male,432985,5/30/2021,ACTIVE,YES,12/2/2022,India,Nagaland,1213.48,25,PC/Laptop,1,Paytm,1
sharonsmith,7/27/1993,Phone,Female,433128,4/26/2022,INACTIVE,NO,12/31/2022,India,Nagaland,937.6,15,PC/Laptop,3,NetBanking,2
abryant,12/1/2021,Phone,Female,432312,4/13/2021,ACTIVE,NO,12/30/2022,India,Jharkhand,1030.5384615384614,13,PC/Laptop,1,Paytm,1
james00,12/6/2021,Phone,Female,432324,6/7/2022,ACTIVE,YES,12/31/2022,India,Jharkhand,924.2727272727273,11,PC/Laptop,3,NetBanking,2
michael21,6/7/1999,Phone,Female,432392,9/17/2022,ACTIVE,NO,12/8/2022,India,Jharkhand,1044.5862068965516,29,PC/Laptop,12,Paytm,4
jason75,5/16/2010,Phone,Female,432541,2/8/2022,ACTIVE,NO,12/18/2022,India,Jharkhand,1431.142857142857,14,PC/Laptop,12,Paytm,4
tracimelton,5/22/2010,Phone,Genderfluid,432551,4/14/2022,ACTIVE,YES,12/27/2022,India,Jharkhand,949.8,15,PC/Laptop,3,NetBanking,2
michaelnavarro,8/25/1992,Phone,Female,432661,12/27/2021,ACTIVE,YES,12/29/2022,India,Jharkhand,1974.6,25,FireTV,3,NetBanking,2
dcallahan,12/12/2021,Phone,Male,432805,8/22/2021,INACTIVE,NO,12/16/2022,India,Jharkhand,1260.047619047619,21,FireTV,12,Paytm,4
ronaldramos,2/21/1993,Phone,Female,433114,10/8/2021,INACTIVE,YES,12/14/2022,India,Jharkhand,958.421052631579,19,Android TV,12,Paytm,4
thomas62,10/19/1992,Phone,Male,432175,3/26/2021,INACTIVE,YES,11/20/2022,India,Karnataka,1766.0,12,iPhone,12,Paytm,4
tjackson,11/26/2021,Phone,Female,432192,6/20/2021,INACTIVE,NO,12/5/2022,India,Karnataka,1659.3333333333333,21,Android TV,6,NetBanking,3
nicole17,3/22/2000,Phone,Polygender,432198,8/9/2021,INACTIVE,NO,12/5/2022,India,Karnataka,475.93333333333334,15,PC/Laptop,6,NetBanking,3
mark40,5/6/1992,Phone,Female,432323,7/10/2021,INACTIVE,NO,11/16/2022,India,Karnataka,1871.2222222222222,18,Android Phone,12,Paytm,4
tjones,12/14/2021,Phone,Male,432426,12/10/2021,ACTIVE,NO,11/11/2022,India,Karnataka,1620.5,24,FireTV,3,NetBanking,2
gary57,10/19/2010,Phone,Agender,432549,12/8/2021,ACTIVE,YES,11/17/2022,India,Karnataka,831.0,17,FireTV,1,Paytm,1
jordan68,12/10/2021,Phone,Female,432709,9/28/2022,ACTIVE,NO,12/18/2022,India,Karnataka,2004.0,19,FireTV,1,Paytm,1
klandry,11/12/2021,Phone,Male,432756,7/26/2022,ACTIVE,NO,12/17/2022,India,Karnataka,1606.0,13,FireTV,12,Paytm,4
jose28,10/3/1989,Phone,Male,433052,11/1/2022,ACTIVE,YES,11/16/2022,India,Karnataka,1577.0,20,Android Phone,12,Paytm,4
doris58,5/10/1989,Phone,Male,433056,9/21/2021,INACTIVE,YES,12/21/2022,India,Karnataka,1828.5714285714287,21,PC/Laptop,3,NetBanking,2
james22,9/1/1993,Phone,Genderqueer,433145,4/21/2021,INACTIVE,YES,12/12/2022,India,Karnataka,877.8888888888889,18,FireTV,3,NetBanking,2
michelle99,1/16/1992,Phone,Female,432308,2/3/2022,INACTIVE,NO,12/31/2022,India,Meghalaya,1152.0625,16,FireTV,12,Paytm,4
sdawson,2/14/1992,Phone,Female,432344,7/13/2022,ACTIVE,YES,11/14/2022,India,Meghalaya,1814.5882352941176,17,PC/Laptop,1,Paytm,1
rebeccapadilla,6/1/1992,Phone,Female,432360,1/31/2022,INACTIVE,NO,11/28/2022,India,Meghalaya,1652.2727272727273,22,PC/Laptop,12,Paytm,4
daniel46,12/1/2021,Phone,Female,432398,10/19/2021,INACTIVE,YES,12/16/2022,India,Meghalaya,1158.611111111111,18,PC/Laptop,3,NetBanking,2
carlsonwayne,2/15/2015,Phone,Male,432466,6/10/2022,ACTIVE,NO,11/16/2022,India,Meghalaya,938.1818181818181,22,Apple TV,3,NetBanking,2
rachelharris,8/21/2015,Phone,Female,432503,9/9/2022,INACTIVE,NO,12/12/2022,India,Meghalaya,1573.9333333333334,15,PC/Laptop,3,NetBanking,2
knightbrian,5/14/2010,Phone,Male,432538,5/9/2022,INACTIVE,NO,11/25/2022,India,Meghalaya,1751.608695652174,23,FireTV,12,Paytm,4
daniel93,10/17/1992,Phone,Male,432623,1/4/2022,ACTIVE,NO,12/15/2022,India,Meghalaya,975.4375,16,PC/Laptop,3,NetBanking,2
david95,5/4/1993,Phone,Female,432681,9/24/2022,INACTIVE,YES,12/31/2022,India,Meghalaya,1063.3157894736842,19,PC/Laptop,3,NetBanking,2
nicholas10,5/10/1992,Phone,Polygender,432808,12/16/2021,INACTIVE,YES,12/13/2022,India,Meghalaya,1050.7857142857142,14,FireTV,3,NetBanking,2
daughertymichael,12/20/2021,Phone,Male,432907,11/18/2021,INACTIVE,YES,12/9/2022,India,Meghalaya,960.0909090909091,22,PC/Laptop,3,NetBanking,2
colleen12,2/1/1989,Phone,Female,433066,2/28/2021,INACTIVE,YES,11/14/2022,India,Meghalaya,1547.857142857143,14,FireTV,3,NetBanking,2
brent19,12/25/2021,Phone,Male,432168,5/10/2022,ACTIVE,NO,11/18/2022,India,Rajasthan,1318.08,25,Android TV,1,Paytm,1
rhondaking,1/29/1992,Phone,Male,432331,8/22/2022,INACTIVE,YES,12/2/2022,India,Rajasthan,2068.823529411765,17,FireTV,3,NetBanking,2
michael11,12/22/2021,Phone,Female,432552,7/19/2021,ACTIVE,YES,11/20/2022,India,Rajasthan,1423.4761904761904,21,PC/Laptop,3,NetBanking,2
yweaver,5/5/1993,Phone,Female,433115,4/15/2021,ACTIVE,NO,11/19/2022,India,Rajasthan,915.6842105263158,19,Android TV,3,NetBanking,2
fandrews,1/26/1993,Phone,Female,433135,5/21/2022,ACTIVE,YES,11/22/2022,India,Rajasthan,1033.0,12,FireTV,6,NetBanking,3
williamsmiguel,2/18/2005,Phone,Male,432279,6/9/2022,ACTIVE,YES,12/25/2022,India,Telangana,1908.0666666666666,15,FireTV,3,NetBanking,2
loganwyatt,1/31/1992,Phone,Male,432617,11/5/2022,ACTIVE,YES,12/23/2022,India,Telangana,1799.3076923076924,13,FireTV,6,NetBanking,3
amy14,5/3/2002,Phone,Female,432713,11/15/2022,ACTIVE,YES,11/10/2022,India,Telangana,1333.4,20,FireTV,6,NetBanking,3
joyce87,1/29/2002,Phone,Female,432742,12/13/2021,ACTIVE,YES,12/28/2022,India,Telangana,1455.2857142857142,14,iPhone,3,NetBanking,2
robert99,12/11/2021,Phone,Female,432783,2/17/2022,INACTIVE,NO,11/16/2022,India,Telangana,2099.5,16,PC/Laptop,6,NetBanking,3
ylove,8/30/1992,Phone,Male,432876,5/15/2021,ACTIVE,YES,11/17/2022,India,Telangana,1159.25,16,Android Phone,3,NetBanking,2
scott23,10/2/2006,Phone,Bigender,432931,6/5/2021,INACTIVE,YES,11/12/2022,India,Telangana,1323.095238095238,21,Android TV,6,NetBanking,3
fisheralexander,9/23/2006,Phone,Female,432951,4/26/2022,ACTIVE,NO,12/30/2022,India,Telangana,895.0526315789474,18,PC/Laptop,12,Paytm,4
lbaldwin,11/24/2021,Phone,Female,433014,12/22/2021,INACTIVE,NO,12/5/2022,India,Telangana,1386.3333333333333,18,PC/Laptop,12,Paytm,4
hfrank,12/23/2021,Phone,Male,432260,2/22/2021,ACTIVE,NO,12/27/2022,India,Tamil Nadu,1812.923076923077,13,FireTV,12,Paytm,4
gabriel48,5/12/2015,Phone,Male,432498,10/13/2022,INACTIVE,NO,11/16/2022,India,Tamil Nadu,778.1333333333333,15,PC/Laptop,6,NetBanking,3
ronald11,12/10/2021,Phone,Female,432721,11/29/2021,ACTIVE,YES,11/11/2022,India,Tamil Nadu,2123.0,22,FireTV,12,Paytm,4
gibsondaniel,7/26/2002,Phone,Female,432754,6/18/2021,ACTIVE,NO,12/6/2022,India,Tamil Nadu,1109.5555555555557,18,PC/Laptop,3,NetBanking,2
fjones,11/19/2021,Phone,Male,433023,7/24/2022,INACTIVE,YES,12/1/2022,India,Tamil Nadu,1223.7333333333333,15,FireTV,3,NetBanking,2
timothybrown,10/7/1993,Phone,Polygender,433116,3/5/2022,ACTIVE,NO,12/15/2022,India,Tamil Nadu,1575.909090909091,11,Android TV,1,Paytm,1
johnsonxavier,9/12/2005,Phone,Female,432289,9/22/2022,ACTIVE,NO,12/20/2022,India,Maharashtra,1272.6666666666667,15,FireTV,12,Paytm,4
martin79,7/1/2002,Phone,Female,432799,12/3/2021,ACTIVE,NO,11/28/2022,India,Maharashtra,1209.409090909091,22,Android TV,12,Paytm,4
lisa53,9/30/1992,Phone,Female,432861,1/23/2021,ACTIVE,NO,12/21/2022,India,Maharashtra,1367.0625,16,PC/Laptop,12,Paytm,4
kellypearson,1/10/1992,Phone,Male,432920,8/28/2022,ACTIVE,NO,11/23/2022,India,Maharashtra,1178.3846153846155,13,PC/Laptop,1,Paytm,1
nicholasdavis,6/16/2006,Phone,Male,432970,1/8/2022,INACTIVE,YES,12/2/2022,India,Maharashtra,1623.4705882352941,17,PC/Laptop,12,Paytm,4
cassandrahall,6/2/2006,Phone,Bigender,432977,10/13/2021,ACTIVE,YES,12/30/2022,India,Maharashtra,1273.9375,16,PC/Laptop,6,NetBanking,3
ryanbonilla,9/23/1989,Phone,Male,433040,3/29/2021,INACTIVE,YES,12/13/2022,India,Maharashtra,1357.0526315789473,19,PC/Laptop,6,NetBanking,3
aodonnell,5/7/2005,Phone,Female,432278,3/26/2022,INACTIVE,NO,12/14/2022,India,Uttarakhand,1564.9166666666667,24,PC/Laptop,12,Paytm,4
jacobsbryan,5/23/1991,Phone,Female,432638,1/7/2021,INACTIVE,YES,12/4/2022,India,Uttarakhand,1419.4,15,PC/Laptop,6,NetBanking,3
hhouse,2/25/1992,Phone,Female,433097,3/24/2021,ACTIVE,NO,12/8/2022,India,Uttarakhand,1464.6,15,PC/Laptop,12,Paytm,4
jacquelinesmith,7/1/1992,Phone,Female,432810,4/6/2021,ACTIVE,YES,11/26/2022,India,West Bengal,1434.2105263157894,19,PC/Laptop,12,Paytm,4
treeves,12/19/2021,Phone,Non-binary,432837,3/6/2022,INACTIVE,YES,12/7/2022,India,West Bengal,1235.3684210526317,19,PC/Laptop,3,NetBanking,2
amybarton,11/10/2021,Phone,Male,432990,5/1/2022,ACTIVE,YES,11/21/2022,India,West Bengal,1197.5,18,PC/Laptop,12,Paytm,4
qprice,11/11/2021,Phone,Male,433000,6/23/2021,INACTIVE,YES,12/20/2022,India,West Bengal,1339.0,19,Android TV,6,NetBanking,3
edavis,7/12/1992,Phone,Female,433102,2/20/2022,ACTIVE,NO,12/31/2022,India,West Bengal,1474.3809523809523,21,FireTV,3,NetBanking,2
patricia07,9/22/2001,Phone,Polygender,432231,2/12/2022,INACTIVE,NO,11/18/2022,India,Chhattisgarh,1326.95,20,FireTV,1,Paytm,1
djones,2/18/2005,Phone,Male,432276,11/12/2021,ACTIVE,YES,12/8/2022,India,Chhattisgarh,1659.842105263158,19,FireTV,12,Paytm,4
melissajones,4/19/1992,Phone,Polygender,432656,8/19/2021,INACTIVE,YES,11/24/2022,India,Chhattisgarh,1456.7916666666667,24,Android TV,12,Paytm,4
jerry55,5/8/1989,Phone,Male,433078,8/9/2022,INACTIVE,NO,12/12/2022,India,Chhattisgarh,1784.6,15,PC/Laptop,6,NetBanking,3
alvaradoregina,2/21/1996,Phone,Female,432160,4/9/2022,ACTIVE,NO,12/16/2022,India,Uttar Pradesh,954.6,15,PC/Laptop,1,Paytm,1
garrettangela,6/20/1992,Phone,Male,432320,2/4/2022,ACTIVE,NO,12/25/2022,India,Uttar Pradesh,1008.1428571428571,21,FireTV,3,NetBanking,2
vhines,8/30/1999,Phone,Female,432383,8/24/2021,INACTIVE,NO,12/1/2022,India,Uttar Pradesh,1352.4545454545455,22,PC/Laptop,12,Paytm,4
brandonhorton,3/18/2015,Phone,Female,432452,8/27/2022,INACTIVE,YES,12/4/2022,India,Uttar Pradesh,1994.6153846153845,13,iPad,1,Paytm,1
stephensdeanna,10/1/1997,Phone,Male,432563,10/8/2021,INACTIVE,YES,11/24/2022,India,Uttar Pradesh,1584.0,19,FireTV,3,NetBanking,2
joe60,5/29/1992,Phone,Female,432587,12/12/2021,ACTIVE,YES,12/7/2022,India,Uttar Pradesh,1832.7916666666667,24,FireTV,3,NetBanking,2
garciajames,6/19/1991,Phone,Male,432633,5/6/2021,INACTIVE,NO,11/17/2022,India,Uttar Pradesh,1295.3684210526317,19,Android TV,6,NetBanking,3
phamgary,4/27/1992,Phone,Female,432708,11/21/2021,INACTIVE,YES,11/22/2022,India,Uttar Pradesh,731.2631578947369,19,PC/Laptop,1,Paytm,1
nelsonrichard,5/9/2002,Phone,Male,432765,3/25/2021,INACTIVE,YES,12/24/2022,India,Uttar Pradesh,1335.8823529411766,17,Android Phone,12,Paytm,4
janicecohen,12/21/2021,Phone,Female,432777,5/6/2021,INACTIVE,NO,12/18/2022,India,Uttar Pradesh,1603.4,15,PC/Laptop,1,Paytm,1
davidpayne,10/5/1998,Phone,Male,432830,7/29/2021,ACTIVE,NO,12/5/2022,India,Uttar Pradesh,1597.2777777777778,18,PC/Laptop,12,Paytm,4
nicholas21,5/7/1992,Phone,Male,432879,9/29/2022,ACTIVE,YES,11/25/2022,India,Uttar Pradesh,1043.2272727272727,22,PC/Laptop,3,NetBanking,2
gutierrezdonna,1/8/2006,Phone,Polygender,432948,3/14/2022,ACTIVE,YES,11/27/2022,India,Uttar Pradesh,1464.607142857143,28,FireTV,6,NetBanking,3
murrayjoseph,6/17/1989,Phone,Female,433054,10/21/2022,ACTIVE,NO,11/25/2022,India,Uttar Pradesh,1793.625,16,PC/Laptop,3,NetBanking,2
albertfriedman,4/10/1989,Phone,Male,433075,7/23/2022,INACTIVE,NO,12/1/2022,India,Uttar Pradesh,1746.7142857142858,28,FireTV,6,NetBanking,3
fordchristian,10/4/1992,Phone,Female,433093,8/15/2022,INACTIVE,NO,12/4/2022,India,Uttar Pradesh,783.1666666666666,12,Android Phone,3,NetBanking,2
tlee,11/19/2021,Phone,Female,433127,4/29/2021,INACTIVE,YES,11/18/2022,India,Uttar Pradesh,905.4347826086956,23,PC/Laptop,12,Paytm,4
oleon,6/15/1996,Phone,Male,432170,10/11/2022,ACTIVE,YES,12/29/2022,India,Andhra Pradesh,1779.3333333333333,21,PC/Laptop,6,NetBanking,3
qstone,11/10/2021,Phone,Female,432207,2/18/2021,ACTIVE,YES,12/18/2022,India,Andhra Pradesh,1173.5333333333333,15,PC/Laptop,12,Paytm,4
pmills,9/23/2005,Phone,Male,432263,5/3/2022,INACTIVE,YES,11/12/2022,India,Andhra Pradesh,1347.5555555555557,18,PC/Laptop,3,NetBanking,2
phoward,11/25/2021,Phone,Agender,432280,8/24/2021,ACTIVE,YES,11/23/2022,India,Andhra Pradesh,1412.1153846153845,26,PC/Laptop,12,Paytm,4
bridgesjacob,2/14/2005,Phone,Female,432302,8/19/2022,INACTIVE,NO,12/22/2022,India,Andhra Pradesh,845.0,21,PC/Laptop,12,Paytm,4
nathaniel71,3/11/1992,Phone,Agender,432374,6/4/2022,INACTIVE,NO,12/25/2022,India,Andhra Pradesh,1024.7058823529412,17,PC/Laptop,3,NetBanking,2
susanwoods,2/7/1992,Phone,Female,432434,12/27/2021,ACTIVE,YES,11/25/2022,India,Andhra Pradesh,1757.888888888889,18,FireTV,12,Paytm,4
jacquelineyoung,6/10/2010,Phone,Female,432545,7/27/2021,ACTIVE,YES,11/26/2022,India,Andhra Pradesh,2162.318181818182,21,FireTV,12,Paytm,4
thomaswesley,7/10/1997,Phone,Female,432582,3/18/2022,INACTIVE,YES,12/11/2022,India,Andhra Pradesh,986.2352941176471,17,FireTV,1,Paytm,1
webbbrandon,7/13/1992,Phone,Male,432619,7/6/2022,ACTIVE,YES,11/29/2022,India,Andhra Pradesh,1051.8235294117646,17,PC/Laptop,1,Paytm,1
rachel83,10/29/1991,Phone,Non-binary,432646,7/29/2021,ACTIVE,YES,12/26/2022,India,Andhra Pradesh,1187.0,12,FireTV,12,Paytm,4
danfoster,2/28/1991,Phone,Male,432647,3/22/2021,INACTIVE,NO,12/10/2022,India,Andhra Pradesh,1156.0,16,FireTV,3,NetBanking,2
williamnguyen,2/28/1993,Phone,Female,432666,12/8/2021,INACTIVE,NO,11/8/2022,India,Andhra Pradesh,1212.1,20,Android Phone,12,Paytm,4
hughesemily,5/27/2006,Phone,Genderfluid,432937,11/27/2021,INACTIVE,YES,12/8/2022,India,Andhra Pradesh,1322.0,19,FireTV,12,Paytm,4
jennifershah,5/1/1989,Phone,Female,433065,4/18/2021,ACTIVE,YES,12/24/2022,India,Andhra Pradesh,1632.9333333333334,15,PC/Laptop,12,Paytm,4
owood,7/14/1993,Phone,Male,433119,7/31/2021,ACTIVE,NO,11/9/2022,India,Andhra Pradesh,1425.888888888889,18,PC/Laptop,12,Paytm,4
ghines,6/18/1993,Phone,Female,433147,4/4/2021,ACTIVE,YES,12/13/2022,India,Andhra Pradesh,1574.611111111111,18,PC/Laptop,3,NetBanking,2
jennifer66,6/6/1992,Phone,Female,432340,5/18/2021,INACTIVE,NO,12/3/2022,India,Madhya Pradesh,1289.5714285714287,14,FireTV,6,NetBanking,3
lori14,2/5/1992,Phone,Female,432411,11/18/2022,INACTIVE,NO,11/23/2022,India,Madhya Pradesh,1398.75,16,FireTV,3,NetBanking,2
ryananderson,9/18/2015,Phone,Male,432457,7/21/2022,ACTIVE,NO,12/11/2022,India,Madhya Pradesh,1432.44,25,FireTV,12,Paytm,4
uwilliams,6/26/2015,Phone,Male,432480,12/22/2021,INACTIVE,NO,12/7/2022,India,Madhya Pradesh,1243.0,10,FireTV,1,Paytm,1
williamsbrian,1/3/1998,Phone,Male,432822,5/30/2022,INACTIVE,NO,12/3/2022,India,Madhya Pradesh,1064.590909090909,22,Android TV,12,Paytm,4
lesteraaron,2/7/1992,Phone,Female,432903,10/11/2021,INACTIVE,NO,12/18/2022,India,Madhya Pradesh,1477.6842105263158,19,FireTV,3,NetBanking,2
mcdanielamber,1/15/1989,Phone,Female,433005,8/25/2022,INACTIVE,YES,11/25/2022,India,Madhya Pradesh,730.8333333333334,18,FireTV,12,Paytm,4
robert47,1/28/1989,Phone,Female,433051,7/25/2022,INACTIVE,NO,11/17/2022,India,Madhya Pradesh,1297.2380952380952,21,PC/Laptop,1,Paytm,1
greendanielle,10/5/2001,Phone,Male,432224,7/28/2022,INACTIVE,YES,12/14/2022,India,Himachal Pradesh,1348.1176470588234,17,PC/Laptop,6,NetBanking,3
gscott,7/31/1992,Phone,Male,432318,7/20/2021,ACTIVE,NO,12/12/2022,India,Himachal Pradesh,1273.904761904762,21,PC/Laptop,3,NetBanking,2
rwall,11/8/2021,Phone,Polygender,432477,8/25/2021,INACTIVE,YES,11/18/2022,India,Himachal Pradesh,1791.1052631578948,19,PC/Laptop,12,Paytm,4
jeandyer,1/29/1993,Phone,Genderqueer,432684,4/10/2021,INACTIVE,NO,12/27/2022,India,Himachal Pradesh,916.7272727272727,22,PC/Laptop,1,Paytm,1
brendaperez,2/28/1992,Phone,Female,432848,7/17/2021,INACTIVE,YES,12/27/2022,India,Himachal Pradesh,1605.25,16,FireTV,12,Paytm,4
sierranelson,4/23/1992,Phone,Female,432916,5/4/2022,INACTIVE,YES,12/26/2022,India,Himachal Pradesh,1547.6923076923076,13,PC/Laptop,12,Paytm,4
cesar01,7/7/1989,Phone,Female,432994,9/18/2021,INACTIVE,NO,12/20/2022,India,Himachal Pradesh,1862.6470588235295,17,PC/Laptop,12,Paytm,4
hunter25,6/11/2001,Phone,Female,432214,1/6/2022,INACTIVE,YES,11/9/2022,India,Arunachal Pradesh,1456.9411764705883,17,PC/Laptop,12,Paytm,4
dakotatorres,10/13/1999,Phone,Male,432378,4/25/2022,INACTIVE,NO,11/28/2022,India,Arunachal Pradesh,1236.0,11,FireTV,12,Paytm,4
james55,11/22/2021,Phone,Male,432449,5/3/2022,ACTIVE,YES,12/7/2022,India,Arunachal Pradesh,1498.4375,16,PC/Laptop,3,NetBanking,2
cannonshawn,1/10/2015,Phone,Female,432450,2/18/2021,ACTIVE,YES,12/24/2022,India,Arunachal Pradesh,1499.8,20,FireTV,3,NetBanking,2
sarah01,3/19/2015,Phone,Agender,432455,6/25/2022,ACTIVE,NO,11/9/2022,India,Arunachal Pradesh,1572.5185185185185,26,FireTV,3,NetBanking,2
makayla19,12/13/2021,Phone,Female,432632,2/24/2022,INACTIVE,YES,11/15/2022,India,Arunachal Pradesh,1924.3333333333333,15,FireTV,3,NetBanking,2
jacksonanthony,12/31/2021,Phone,Female,432718,9/21/2022,INACTIVE,NO,12/6/2022,India,Arunachal Pradesh,1237.8461538461538,13,iPad,3,NetBanking,2
susanriley,3/12/2002,Phone,Male,432734,6/8/2021,INACTIVE,YES,12/14/2022,India,Arunachal Pradesh,1243.95,20,PC/Laptop,3,NetBanking,2
alanholder,6/12/1992,Phone,Genderqueer,432882,1/5/2022,INACTIVE,NO,12/24/2022,India,Arunachal Pradesh,1396.6666666666667,18,Android TV,12,Paytm,4
